Date,Event_ID,Winner,Loser,W_KD,L_KD,W_STR,L_STR,W_TD,L_TD,W_SUB,L_SUB,Weight class,Method,Round,Time,W/L
"UFC on FOX: Machida vs Rockhold  April 18, 2015",bc7cf284c1c2f16e,Gian Villante,Corey Anderson,0,0,70,111,0,0,0,0,Light Heavyweight,KO/TKO  Punch,3.0,4:18,win
"UFC on FOX: Machida vs Rockhold  April 18, 2015",bc7cf284c1c2f16e,Aljamain Sterling,Takeya Mizugaki,0,0,32,13,3,0,1,0,Bantamweight,SUB  Arm Triangle,3.0,2:11,win
"UFC on FOX: Machida vs Rockhold  April 18, 2015",bc7cf284c1c2f16e,Tim Means,George Sullivan,1,0,48,39,2,0,1,0,Welterweight,SUB  Arm Triangle,3.0,3:41,win
"UFC on FOX: Machida vs Rockhold  April 18, 2015",bc7cf284c1c2f16e,Diego Brandao,Jimy Hettes,0,0,12,11,2,1,0,0,Featherweight,KO/TKO,1.0,5:00,win
"UFC on FOX: Machida vs Rockhold  April 18, 2015",bc7cf284c1c2f16e,Chris Dempsey,Eddie Gordon,0,0,44,37,3,3,0,0,Middleweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Mirko Filipovic,Gabriel Gonzaga,0,0,21,19,0,2,0,1,Heavyweight,KO/TKO  Elbows,3.0,3:30,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Jimi Manuwa,Jan Blachowicz,0,0,43,44,0,0,0,0,Light Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Pawel Pawlak,Sheldon Westcott,0,0,30,17,3,3,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Leon Edwards,Seth Baczynski,1,0,3,0,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,0:08,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Bartosz Fabinski,Garreth McLellan,0,0,41,13,10,0,0,2,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Sergio Moraes,Mickael Lebout,0,0,51,47,2,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Yaotzin Meza,Damian Stasiak,0,0,17,14,2,1,3,1,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Anthony Hamilton,Daniel Omielanczuk,0,0,83,36,3,1,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Stevie Ray,Marcin Bandel,0,0,31,3,0,0,2,0,Lightweight,KO/TKO  Punches,2.0,1:35,win
"UFC Fight Night: Gonzaga vs Cro Cop 2  April 11, 2015",5de61b03868035ff,Taylor Lapilus,Rocky Lee,0,0,80,37,2,1,1,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Chad Mendes,Ricardo Lamas,2,0,27,8,0,0,0,0,Featherweight,KO/TKO  Punches,1.0,2:45,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Al Iaquinta,Jorge Masvidal,0,0,55,83,0,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Michael Chiesa,Mitch Clarke,0,0,59,65,4,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Clay Guida,Robert Peralta,0,0,27,24,6,0,1,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Dustin Poirier,Diego Ferreira,2,0,24,20,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,3:45,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Alexander Yakovlev,Gray Maynard,1,0,31,21,2,2,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Timothy Johnson,Shamil Abdurakhimov,0,0,22,9,1,0,0,0,Heavyweight,KO/TKO  Punches,1.0,4:57,win
"UFC Fight Night: Mendes vs Lamas  April 04, 2015",16d09e800ad7ec79,Ron Stallings,Justin Jones,0,0,50,23,0,2,0,0,Middleweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Demian Maia,Ryan LaFlare,0,0,36,25,5,0,2,0,Welterweight,U-DEC,5.0,5:00,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Erick Silva,Josh Koscheck,0,0,14,4,0,0,1,0,Welterweight,SUB  Guillotine Choke,1.0,4:21,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Leonardo Santos,Anthony Rocco Martin,0,0,12,14,1,0,1,0,Lightweight,SUB  Rear Naked Choke,2.0,2:29,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Gilbert Burns,Alex Oliveira,0,0,17,29,2,0,2,0,Lightweight,SUB  Armbar,3.0,4:14,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Godofredo Pepey,Andre Fili,0,0,1,1,0,0,1,0,Featherweight,SUB  Triangle Choke,1.0,3:14,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Francisco Trinaldo,Akbarh Arreola,0,0,39,34,3,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Edimilson Souza,Katsunori Kikuno,1,0,5,1,0,0,0,0,Featherweight,KO/TKO  Punch,1.0,1:31,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Leandro Silva,Drew Dober,0,0,25,22,2,0,1,0,Lightweight,Overturned  Guillotine Choke,2.0,2:45,nc  nc
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Leonardo Mafra,Cain Carrizosa,0,1,94,44,5,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Christos Giagos,Jorge de Oliveira,0,0,18,0,1,0,1,0,Lightweight,SUB  Rear Naked Choke,1.0,3:12,win
"UFC Fight Night: Maia vs LaFlare  March 21, 2015",fa534853eb195270,Fredy Serrano,Bentley Syler,1,0,20,15,2,0,0,0,Flyweight,KO/TKO  Punch,3.0,1:34,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Rafael Dos Anjos,Anthony Pettis,0,0,90,54,9,0,0,0,Lightweight,U-DEC,5.0,5:00,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Johny Hendricks,Matt Brown,0,0,36,23,9,0,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Alistair Overeem,Roy Nelson,0,1,62,23,0,0,0,0,Heavyweight,U-DEC,3.0,5:00,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Henry Cejudo,Chris Cariaso,0,0,50,22,6,0,1,0,Flyweight,U-DEC,3.0,5:00,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Ross Pearson,Sam Stout,1,0,25,23,0,0,0,0,Lightweight,KO/TKO  Punch,2.0,1:33,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Elias Theodorou,Roger Narvaez,0,0,39,16,2,0,0,0,Middleweight,KO/TKO  Punches,2.0,4:07,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Beneil Dariush,Daron Cruickshank,0,0,27,17,1,0,2,0,Lightweight,SUB  Rear Naked Choke,2.0,2:38,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Jared Rosholt,Josh Copeland,0,0,22,9,2,0,0,0,Heavyweight,KO/TKO  Punches,3.0,3:12,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Ryan Benoit,Sergio Pettis,1,0,28,39,1,1,0,0,Flyweight,KO/TKO  Punch,2.0,1:34,win
"UFC 185: Pettis vs Dos Anjos  March 14, 2015",f54200f1dfb9b5d4,Joe Duffy,Jake Lindsey,1,0,15,6,0,0,0,0,Lightweight,KO/TKO  Punch,1.0,1:47,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Jake Ellenberger,Josh Koscheck,0,0,15,7,0,1,1,0,Welterweight,SUB  North-South Choke,2.0,4:20,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Alan Jouban,Richard Walsh,0,0,12,10,0,0,0,0,Welterweight,KO/TKO  Elbow,1.0,2:19,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Tony Ferguson,Gleison Tibau,0,0,11,2,1,0,2,0,Lightweight,SUB  Rear Naked Choke,1.0,2:37,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Roan Carneiro,Mark Munoz,0,0,1,0,0,0,1,0,Middleweight,SUB  Rear Naked Choke,1.0,1:40,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Roman Salazar,Norifumi Yamamoto,0,0,16,19,1,0,0,0,Bantamweight,CNC,2.0,2:37,nc  nc
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Tim Means,Dhiego Lima,2,0,23,7,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,2:17,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Derrick Lewis,Ruan Potts,0,0,53,7,0,1,0,1,Heavyweight,KO/TKO  Punches,2.0,3:18,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Valmir Lazaro,James Krause,0,0,87,87,0,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC 184: Rousey vs Zingano  February 28, 2015",ad4e9055bf8cd04d,Masio Fullen,Alex Torres,0,0,41,37,1,2,0,0,Featherweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Frank Mir,Antonio Silva,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO  Punch,1.0,1:40,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Michael Johnson,Edson Barboza,0,0,38,31,1,0,0,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Sam Alvey,Cezar Ferreira,1,0,4,13,0,0,0,0,Middleweight,KO/TKO  Punches,1.0,3:34,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Adriano Martins,Rustam Khabilov,0,0,12,18,3,0,0,0,Lightweight,S-DEC,3.0,5:00,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Frankie Saenz,Iuri Alcantara,0,0,44,31,3,2,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Santiago Ponzinibbio,Sean Strickland,0,0,50,44,1,2,0,0,Welterweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Matt Dwyer,William Macario,1,0,13,8,0,0,0,0,Welterweight,KO/TKO  Punch,1.0,3:14,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Mike de la Torre,Tiago dos Santos e Silva,1,0,16,7,0,0,0,0,Featherweight,KO/TKO  Punch,1.0,2:59,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Douglas Silva de Andrade,Cody Gibson,1,0,39,30,0,0,0,0,Bantamweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Bigfoot vs Mir  February 22, 2015",0577808d22dfe79c,Ivan Jorge,Josh Shockley,0,0,25,22,3,0,1,0,Lightweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Henderson vs Thatch  February 14, 2015",f9c7fe2682af3802,Benson Henderson,Brandon Thatch,0,0,57,44,3,2,1,0,Welterweight,SUB  Rear Naked Choke,4.0,3:58,win
"UFC Fight Night: Henderson vs Thatch  February 14, 2015",f9c7fe2682af3802,Max Holloway,Cole Miller,0,0,57,31,1,0,0,0,Featherweight,U-DEC,3.0,5:00,win
"UFC Fight Night: Henderson vs Thatch  February 14, 2015",f9c7fe2682af3802,Neil Magny,Kiichi Kunimoto,0,0,76,10,3,1,1,0,Welterweight,SUB  Rear Naked Choke,3.0,1:22,win
